Field number,La    ,Ce    ,Pr    ,Nd    ,Sm    ,Eu    ,Gd    ,Tb    ,Dy    ,Ho    ,Er    ,Tm    ,Yb    ,Lu    
"C1, Macdonough&Sun1989",0.237,0.612,0.095,0.467,0.153,0.058,0.2055,0.0374,0.254,0.0566,0.1655,0.0255,0.17,0.0254
