,Rb,K,Ba,Th,U ,Ta,Nb,La,Ce,Pb,Pr,Sr,P,Nd,Zr,Hf,Sm,Eu,Ti,Gd,Tb,Dy,Y ,Ho,Er,Tm,Yb,Lu
Primitive Mantle McDonough & Sun 1989,0.635,250,6.989,0.085,0.021,0.041,0.713,0.687,1.775,0.071,0.276,21.1,95,1.354,11.2,0.309,0.444,0.168,1300,0.596,0.108,0.737,4.55,0.164,0.48,0.074,0.493,0.074
