SAMPLE ID,IGSN,SOURCE,REFERENCE,EXPEDITION ID,LATITUDE,LONGITUDE,LOC PREC,MAX ELEVATION,MIN ELEVATION,MIN AGE,AGE,MAX AGE,METHOD,ANALYZED MATERIAL,ROCK TYPE,ROCK NAME,MINERAL,SIO2,TIO2,AL2O3,CR2O3,FE2O3,FE2O3T,FEO,FEOT,MNO,MGO,CAO,NA2O,K2O,P2O5,NI,CO,CU,CD,ZN,S,LA,CE,PR,ND,SM,EU,GD,TB,DY,HO,ER,TM,YB,LU,BA,CD,CO,CR,CS,CU,HF,MO,NB,NI,PB,RB,S,SB,SC,SE,SN,SR,TA,TE,TH,TI,TL,U,V,Y,ZN,ZR,TI
KAWASTH-SH47,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.947,-5.648,0.001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,TRACHYBASALT,,,,,,,,,,,,,,,,6,,21,,114,,,,,,,,,,,,,,,,421,,,,,21,,,81,6,5,34,,,,,,729,,,7,,,,,32,114,367,
KAWASTH-SH47,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.947,-5.648,0.001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,TRACHYBASALT,,48.03,2.68,16.6,,13.26,,,,0.22,3.97,6.98,4.11,1.6900,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAWASTH-SH48,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.947,-5.648,0.001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,3,,11,,130,,,,,,,,,,,,,,,,577,,,,,11,,,97,3,2,41,,,,,,649,,,10,,,,,35,130,464,
KAWASTH-SH48,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.947,-5.648,0.001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.83,1.92,17.01,,11.75,,,,0.2,2.24,5.78,4.95,2.1900,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAWASTH-SH49,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.947,-5.648,0.001,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,41.5,38.8,46.5,,,,43.7,90.2,10.9,43.8,9.03,2.88,8.31,1.23,6.46,1.18,3.11,0.396,2.42,0.34,344,,38.8,,0.185,46.5,6.63,,58,41.5,2.18,22.7,,,16.8,,,627,3.73,,4.96,,0.045,1.21,,27.5,,273,
KAWASTH-SH49,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.947,-5.648,0.001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,,,,,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,,
KAWASTH-SH49,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.947,-5.648,0.001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,45.38,3.57,15.97,,13.47,,,,0.16,5.4,9.57,3,1.2400,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAWASTH-SH5,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.929,-5.718,0.001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,4,,10,,121,,,,,,,,,,,,,,,,594,,,,,10,,,106,4,5,81,,,,,,805,,,11,,,,,32,121,503,
KAWASTH-SH5,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.929,-5.718,0.001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,51.84,1.42,17.35,,11.73,,,,0.25,2.68,5.05,5.46,2.5700,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAWASTH-SH50,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.947,-5.648,0.001,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,94.4,45.2,68.7,,,,41.9,86.4,10.4,41.8,8.44,2.66,7.68,1.14,5.93,1.07,2.85,0.366,2.21,0.316,318,,45.2,,0.12,68.7,6.21,,55.3,94.4,2.25,18.9,,,22.7,,,600,3.55,,4.71,,0.014,1.29,,25.3,,255,
KAWASTH-SH50,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.947,-5.648,0.001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,
KAWASTH-SH50,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.947,-5.648,0.001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,44.699,3.187,14.747,,13.286,,,,0.196,7.799,10.691,2.419,1.0700,0.591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAWASTH-SH51,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.952,-5.65,0.001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,40,,48,,93,,,,,,,,,,,,,,,,331,,,,,48,,,54,40,2,25,,,,,,867,,,6,,,,,25,93,253,
KAWASTH-SH51,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.952,-5.65,0.001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,45.39,3.34,16.4,,13.15,,,,0.18,5.53,9.27,3.2,1.4000,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAWASTH-SH52,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.953,-5.651,0.001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,TRACHYBASALT,,,,,,,,,,,,,,,,6,,9,,134,,,,,,,,,,,,,,,,538,,,,,9,,,100,6,4,46,,,,,,783,,,10,,,,,35,134,457,
KAWASTH-SH52,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.953,-5.651,0.001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,TRACHYBASALT,,51.15,1.91,17.33,,11.82,,,,0.17,2.32,6.13,4.93,2.1700,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAWASTH-SH53,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.952,-5.65,0.001,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:INTERMEDIATE,TRACHYANDESITE,,,,,,,,,,,,,,,,,5.49,8.12,,,,95.4,181,18.9,66.1,10.9,3.22,8.72,1.38,7.25,1.38,3.98,0.555,3.64,0.54,741,,5.49,,0.451,8.12,13.7,,139,,6.19,67.2,,,,,,661,8.39,,13.6,,0.06,3.72,,35.6,,677,
KAWASTH-SH53,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.952,-5.65,0.001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:INTERMEDIATE,TRACHYANDESITE,,,,,,,,,,,,,,,,,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,,
KAWASTH-SH53,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.952,-5.65,0.001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:INTERMEDIATE,TRACHYANDESITE,,54.53,0.77,17.85,,10.3,,,,0.27,1.55,3.81,6.09,2.9200,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAWASTH-SH54,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.952,-5.65,0.001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,TRACHYBASALT,,,,,,,,,,,,,,,,5,,15,,119,,,,,,,,,,,,,,,,523,,,,,15,,,97,5,4,47,,,,,,874,,,9,,,,,36,119,439,
KAWASTH-SH54,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.952,-5.65,0.001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,TRACHYBASALT,,50.7,2.01,17.11,,12.39,,,,0.14,1.59,6.01,4.87,2.2700,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAWASTH-SH56,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.955,-5.652,0.001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,TRACHYBASALT,,,,,,,,,,,,,,,,40,,32,,140,,,,,,,,,,,,,,,,371,,,,,32,,,68,40,4,27,,,,,,772,,,6,,,,,34,140,283,
KAWASTH-SH56,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.955,-5.652,0.001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,TRACHYBASALT,,46.29,3.44,16.35,,13.62,,,,0.2,3.36,8.78,3.56,1.5400,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAWASTH-SH57,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.906,-5.699,0.001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,TRACHYBASALT,,,,,,,,,,,,,,,,30,,46,,109,,,,,,,,,,,,,,,,343,,,,,46,,,64,30,,26,,,,,,874,,,5,,,,,27,109,290,
KAWASTH-SH64,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.909,-5.706,0.001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,TRACHYBASALT,,,,,,,,,,,,,,,,15,,39,,108,,,,,,,,,,,,,,,,409,,,,,39,,,79,15,3,31,,,,,,843,,,7,,,,,32,108,352,
KAWASTH-SH57,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.906,-5.699,0.001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,TRACHYBASALT,,45.63,3.81,16.45,,12.85,,,,0.18,4.43,10.15,3.53,1.5200,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAWASTH-SH58,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.907,-5.701,0.001,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,TRACHYBASALT,,,,,,,,,,,,,,,,29.4,34,33.1,,,,51.5,107,12.9,53,10.5,3.33,9.55,1.41,7.2,1.32,3.48,0.444,2.67,0.388,413,,34,,0.388,33.1,7.38,,69.9,29.4,2.47,28.8,,,14.4,,,795,4.36,,5.41,,0.038,1.48,,31.6,,311,
KAWASTH-SH58,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.907,-5.701,0.001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,TRACHYBASALT,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,
KAWASTH-SH58,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.907,-5.701,0.001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,TRACHYBASALT,,46,3.51,16.34,,13.03,,,,0.19,4.97,8.86,3.7,1.7200,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAWASTH-SH59,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.907,-5.7,0.001,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,,13.4,19.2,,,,79.9,154,16.7,60.3,10.5,3.22,8.59,1.32,6.74,1.25,3.46,0.461,2.95,0.431,616,,13.4,,0.516,19.2,10.9,,109,,5.04,55.8,,,,,,763,6.85,,10.9,,0.055,2.81,,31.5,,541,
KAWASTH-SH59,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.907,-5.7,0.001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,,,,,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,,
KAWASTH-SH59,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.907,-5.7,0.001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,51.24,1.62,17.91,,10.66,,,,0.2,2.38,5.36,5.97,2.6500,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAWASTH-SH6,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.929,-5.718,0.001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,46,,52,,103,,,,,,,,,,,,,,,,322,,,,,52,,,59,46,3,22,,,,,,694,,,5,,,,,26,103,250,
KAWASTH-SH6,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.929,-5.718,0.001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,44.97,3.62,16.26,,13.67,,,,0.18,5.45,10.52,2.93,1.2500,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAWASTH-SH60,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.911,-5.7,0.001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,56,,84,,106,,,,,,,,,,,,,,,,233,,,,,84,,,43,56,3,16,,,,,,709,,,4,,,,,22,106,201,
KAWASTH-SH60,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.911,-5.7,0.001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,44.98,3.78,15.29,,13.61,,,,0.16,4.94,11.82,2.55,0.9800,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAWASTH-SH62,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.909,-5.706,0.001,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,TRACHYBASALT,,,,,,,,,,,,,,,,14.5,30.2,40.5,,,,63.8,130,15.2,59.5,11.1,3.44,9.65,1.41,7.15,1.29,3.41,0.428,2.59,0.382,432,,30.2,,0.368,40.5,7.82,,76.9,14.5,3.06,35.1,,,12.9,,,844,4.86,,6.87,,0.037,1.26,,31.5,,329,
KAWASTH-SH62,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.909,-5.706,0.001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,TRACHYBASALT,,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,,
KAWASTH-SH62,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.909,-5.706,0.001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,TRACHYBASALT,,45.98,3.13,16.75,,12.53,,,,0.19,4.09,9.04,4.34,1.6900,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAWASTH-SH64,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.909,-5.706,0.001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,TRACHYBASALT,,47.04,2.95,16.6,,12.95,,,,0.2,4.04,8.72,3.97,1.7500,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAWASTH-SH65,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.911,-5.705,0.001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,43,,67,,102,,,,,,,,,,,,,,,,339,,,,,67,,,63,43,2,48,,,,,,807,,,5,,,,,26,102,276,
KAWASTH-SH76,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.999,-5.761,0.001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,TRACHYBASALT,,,,,,,,,,,,,,,,6,,24,,109,,,,,,,,,,,,,,,,393,,,,,24,,,72,6,2,29,,,,,,754,,,6,,,,,33,109,307,
KAWASTH-SH65,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.911,-5.705,0.001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,44.36,3.61,15.95,,13.4,,,,0.16,4.73,11.18,3.35,1.4100,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAWASTH-SH67,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.982,-5.667,0.001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:INTERMEDIATE,TRACHYANDESITE,,,,,,,,,,,,,,,,,,10,,100,,,,,,,,,,,,,,,,832,,,,,10,,,122,,7,76,,,,,,751,,,17,,,,,24,100,601,
KAWASTH-SH67,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.982,-5.667,0.001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:INTERMEDIATE,TRACHYANDESITE,,54.57,1.11,18.38,,10.97,,,,0.06,0.24,3.17,6.1,2.8400,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAWASTH-SH68,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.98,-5.653,0.001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:INTERMEDIATE,TRACHYTE,,,,,,,,,,,,,,,,,,3,,154,,,,,,,,,,,,,,,,699,,,,,3,,,135,,11,113,,,,,,502,,,25,,,,,38,154,814,
KAWASTH-SH68,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.98,-5.653,0.001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:INTERMEDIATE,TRACHYTE,,57.41,0.24,19.04,,7.67,,,,0.38,0.24,2.18,7.65,3.5800,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAWASTH-SH69,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.98,-5.657,0.001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:INTERMEDIATE,TRACHYTE,,,,,,,,,,,,,,,,9,,5,,146,,,,,,,,,,,,,,,,749,,,,,5,,,130,9,10,106,,,,,,522,,,22,,,,,34,146,803,
KAWASTH-SH69,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.98,-5.657,0.001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:INTERMEDIATE,TRACHYTE,,56.67,0.25,19.12,,7.97,,,,0.32,0.24,2.53,8.09,3.5900,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAWASTH-SH70,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.98,-5.66,0.001,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:INTERMEDIATE,TRACHYTE,,,,,,,,,,,,,,,,,3.33,6.01,,,,106,186,18,57.6,8.9,2.45,7.03,1.17,6.47,1.3,3.99,0.6,4.09,0.617,694,,3.33,,1.02,6.01,16.1,,135,,10.6,105,,,,,,515,9.8,,21.7,,0.06,5.97,,35.6,,816,
KAWASTH-SH70,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.98,-5.66,0.001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:INTERMEDIATE,TRACHYTE,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,,
KAWASTH-SH70,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.98,-5.66,0.001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:INTERMEDIATE,TRACHYTE,,56.39,0.23,18.97,,7.89,,,,0.33,0.56,2.48,7.68,3.5800,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAWASTH-SH71,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.979,-5.666,0.001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,8,,16,,117,,,,,,,,,,,,,,,,666,,,,,16,,,106,8,5,63,,,,,,877,,,13,,,,,25,117,511,
KAWASTH-SH71,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.979,-5.666,0.001,,,,,,XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,52.63,1.6,18.14,,12.09,,,,0.15,1.12,3.96,5.63,2.4400,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAWASTH-SH72,,EARTHCHEMDB,"KAWABATA, H; HANYU, T; CHANG, Q; KIMURA, J-I; NICHOLS, A; TATSUMI, Y, 2011",KAWASTH,-15.995,-5.758,0.001,,,,,,ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:INTERMEDIATE,TRACHYTE,,,,,,,,,,,,,,,,,0.831,,,,,152,271,26.9,86.8,13.8,2.3,11.4,1.93,10.6,2.09,6.2,0.896,5.91,0.852,592,,0.831,,1.13,,25,,204,,11.4,135,,,,,,52.8,13.6,,24.5,,0.053,6.85,,58.5,,1175,
