SAMPLE ID,IGSN,SOURCE,REFERENCE,EXPEDITION ID,LATITUDE,LONGITUDE,LOC PREC,MAX ELEVATION,MIN ELEVATION,MIN AGE,AGE,MAX AGE,METHOD,ANALYZED MATERIAL,ROCK TYPE,ROCK NAME,MINERAL,SIO2,TIO2,AL2O3,CR2O3,FE2O3,FE2O3T,FEO,FEOT,MNO,MGO,CAO,NA2O,K2O,P2O5,NI,CO,CU,CD,ZN,S,LA,CE,PR,ND,SM,EU,GD,TB,DY,HO,ER,TM,YB,LU,BA,CD,CO,CR,CS,CU,HF,MO,NB,NI,PB,RB,S,SB,SC,SE,SN,SR,TA,TE,TH,TI,TL,U,V,Y,ZN,ZR,TI
IODP-75,,EARTHCHEMDB,"REEKIE, C; JENNER, F E; SMYTHE, D; HAURI, E H; BULLOCK, E; WILLIAMS, H M, 2019",ODP0192,0.9,161,1,,,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.27,0.77,15.53,,,,,9.38,0.2,9.88,13.25,1.66,0.0700,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IODP-75,,EARTHCHEMDB,"REEKIE, C; JENNER, F E; SMYTHE, D; HAURI, E H; BULLOCK, E; WILLIAMS, H M, 2019",ODP0192,0.9,161,1,,,,,,IMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,,,,,,823.13,,,,,,,,,,,,,,,,,,,,,,,,,,,823.13,,,,,,,,,,,,,,,,
IODP-75,,EARTHCHEMDB,"REEKIE, C; JENNER, F E; SMYTHE, D; HAURI, E H; BULLOCK, E; WILLIAMS, H M, 2019",ODP0192,0.9,161,1,,,,,,LA-ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,150.06,51.81,122.96,0.14,96.97,,2.21,5.87,0.92,4.82,1.71,0.69,2.19,0.41,2.87,0.63,1.87,0.27,1.95,0.28,14.61,0.14,51.81,410.03,0.02,122.96,1.15,0.18,2.22,150.06,0.28,1.34,,,44.96,0.24,0.42,95.51,0.13,,0.17,4875.26,0.01,0.05,260.67,16.45,96.97,41.81,4875.26
IODP-72,,EARTHCHEMDB,"REEKIE, C; JENNER, F E; SMYTHE, D; HAURI, E H; BULLOCK, E; WILLIAMS, H M, 2019",ODP0192,0.9,161,1,,,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.15,0.74,15.49,,,,,9.29,0.17,9.77,13.35,1.66,0.0700,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IODP-72,,EARTHCHEMDB,"REEKIE, C; JENNER, F E; SMYTHE, D; HAURI, E H; BULLOCK, E; WILLIAMS, H M, 2019",ODP0192,0.9,161,1,,,,,,IMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,,,,,,819,,,,,,,,,,,,,,,,,,,,,,,,,,,819,,,,,,,,,,,,,,,,
IODP-72,,EARTHCHEMDB,"REEKIE, C; JENNER, F E; SMYTHE, D; HAURI, E H; BULLOCK, E; WILLIAMS, H M, 2019",ODP0192,0.9,161,1,,,,,,LA-ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,153.86,52.4,124.56,0.13,94.48,,2.06,5.76,0.87,4.58,1.62,0.64,2.06,0.37,2.63,0.58,1.69,0.24,1.83,0.26,14.1,0.13,52.4,407.62,0.02,124.56,1.07,0.18,2.15,153.86,0.3,1.34,,0.01,42.33,0.28,0.4,91,0.12,,0.16,4706.45,0.01,0.05,262.41,15.15,94.48,38.45,4706.45
IODP-64,,EARTHCHEMDB,"REEKIE, C; JENNER, F E; SMYTHE, D; HAURI, E H; BULLOCK, E; WILLIAMS, H M, 2019",ODP0192,0.9,161,1,,,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.67,0.72,15.42,,,,,9.38,0.18,10.03,13.17,1.66,0.0700,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IODP-64,,EARTHCHEMDB,"REEKIE, C; JENNER, F E; SMYTHE, D; HAURI, E H; BULLOCK, E; WILLIAMS, H M, 2019",ODP0192,0.9,161,1,,,,,,IMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,,,,,,828.74,,,,,,,,,,,,,,,,,,,,,,,,,,,828.74,,,,,,,,,,,,,,,,
IODP-25,,EARTHCHEMDB,"REEKIE, C; JENNER, F E; SMYTHE, D; HAURI, E H; BULLOCK, E; WILLIAMS, H M, 2019",ODP0192,0.9,161,1,,,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.13,0.74,15.16,,,,,10.13,0.19,9.33,13.01,1.61,0.0700,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IODP-25,,EARTHCHEMDB,"REEKIE, C; JENNER, F E; SMYTHE, D; HAURI, E H; BULLOCK, E; WILLIAMS, H M, 2019",ODP0192,0.9,161,1,,,,,,IMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,,,,,,844.74,,,,,,,,,,,,,,,,,,,,,,,,,,,844.74,,,,,,,,,,,,,,,,
IODP-25,,EARTHCHEMDB,"REEKIE, C; JENNER, F E; SMYTHE, D; HAURI, E H; BULLOCK, E; WILLIAMS, H M, 2019",ODP0192,0.9,161,1,,,,,,LA-ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,159.76,52.68,119,0.13,94.02,,2.02,5.64,0.85,4.45,1.52,0.63,2,0.36,2.58,0.57,1.67,0.24,1.77,0.26,13.78,0.13,52.68,424.56,0.01,119,1.05,0.15,2.08,159.76,0.26,1.28,,,41.73,0.26,0.45,90.15,0.12,,0.16,4702.14,0.01,0.05,259.86,14.86,94.02,36.93,4702.14
IODP-26,,EARTHCHEMDB,"REEKIE, C; JENNER, F E; SMYTHE, D; HAURI, E H; BULLOCK, E; WILLIAMS, H M, 2019",ODP0192,0.9,161,1,,,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.48,0.75,15.3,,,,,10.17,0.19,9.38,13.08,1.62,0.0700,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IODP-26,,EARTHCHEMDB,"REEKIE, C; JENNER, F E; SMYTHE, D; HAURI, E H; BULLOCK, E; WILLIAMS, H M, 2019",ODP0192,0.9,161,1,,,,,,IMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,,,,,,857.31,,,,,,,,,,,,,,,,,,,,,,,,,,,857.31,,,,,,,,,,,,,,,,
IODP-26,,EARTHCHEMDB,"REEKIE, C; JENNER, F E; SMYTHE, D; HAURI, E H; BULLOCK, E; WILLIAMS, H M, 2019",ODP0192,0.9,161,1,,,,,,LA-ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,157.66,52.51,117.02,0.13,91.98,,1.92,5.37,0.82,4.22,1.48,0.59,1.86,0.34,2.46,0.54,1.58,0.23,1.7,0.24,13.1,0.13,52.51,429.41,0.01,117.02,0.99,0.16,2,157.66,0.26,1.22,,0.01,40.36,0.24,0.47,85.76,0.11,,0.15,4551.94,0.01,0.04,255.72,14.07,91.98,35.42,4551.94
IODP-41,,EARTHCHEMDB,"REEKIE, C; JENNER, F E; SMYTHE, D; HAURI, E H; BULLOCK, E; WILLIAMS, H M, 2019",ODP0192,0.9,161,1,,,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.04,0.73,15.51,,,,,10.23,0.2,9.28,13.08,1.65,0.0800,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IODP-41,,EARTHCHEMDB,"REEKIE, C; JENNER, F E; SMYTHE, D; HAURI, E H; BULLOCK, E; WILLIAMS, H M, 2019",ODP0192,0.9,161,1,,,,,,IMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,,,,,,803.1,,,,,,,,,,,,,,,,,,,,,,,,,,,803.1,,,,,,,,,,,,,,,,
IODP-76,,EARTHCHEMDB,"REEKIE, C; JENNER, F E; SMYTHE, D; HAURI, E H; BULLOCK, E; WILLIAMS, H M, 2019",ODP0192,0.9,161,1,,,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.15,0.74,15.5,,,,,9.34,0.18,9.8,13.35,1.64,0.0700,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IODP-76,,EARTHCHEMDB,"REEKIE, C; JENNER, F E; SMYTHE, D; HAURI, E H; BULLOCK, E; WILLIAMS, H M, 2019",ODP0192,0.9,161,1,,,,,,IMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,,,,,,835.08,,,,,,,,,,,,,,,,,,,,,,,,,,,835.08,,,,,,,,,,,,,,,,
IODP-76,,EARTHCHEMDB,"REEKIE, C; JENNER, F E; SMYTHE, D; HAURI, E H; BULLOCK, E; WILLIAMS, H M, 2019",ODP0192,0.9,161,1,,,,,,LA-ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,152.62,52,121.91,0.13,98.62,,2.14,5.89,0.92,4.89,1.7,0.67,2.17,0.4,2.82,0.62,1.82,0.26,1.94,0.28,14.7,0.13,52,415.53,0.02,121.91,1.12,0.16,2.2,152.62,0.27,1.34,,0.01,44.89,0.29,0.47,94.97,0.13,,0.17,4884.92,0.01,0.05,262.59,16.22,98.62,41.28,4884.92
ODP0183-1140A-037R-003/045-050,,EARTHCHEMDB,"REEKIE, C; JENNER, F E; SMYTHE, D; HAURI, E H; BULLOCK, E; WILLIAMS, H M, 2019",ODP0183,-46.2767,68.4917,0.0001,-2394,-2394,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.65,1.67,13.79,,,,,13.77,0.27,6.5,11.79,2.74,0.1800,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ODP0183-1140A-037R-003/045-050,,EARTHCHEMDB,"REEKIE, C; JENNER, F E; SMYTHE, D; HAURI, E H; BULLOCK, E; WILLIAMS, H M, 2019",ODP0183,-46.2767,68.4917,0.0001,-2394,-2394,,,,IMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,,,,,,1207.1,,,,,,,,,,,,,,,,,,,,,,,,,,,1207.1,,,,,,,,,,,,,,,,
ODP0183-1140A-037R-003/045-050,,EARTHCHEMDB,"REEKIE, C; JENNER, F E; SMYTHE, D; HAURI, E H; BULLOCK, E; WILLIAMS, H M, 2019",ODP0183,-46.2767,68.4917,0.0001,-2394,-2394,,,,LA-ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,45.07,57.26,219.34,0.2,138.23,,4.91,13.32,2,10.43,3.62,1.41,4.62,0.82,5.64,1.21,3.45,0.48,3.49,0.48,42.2,0.2,57.26,52.05,0.06,219.34,2.46,0.34,4.55,45.07,0.64,4.43,,0.02,45.08,0.38,1.05,127.71,0.27,,0.52,10304.1,0.02,0.12,374.91,31.15,138.23,87.61,10304.1
ODP0183-1140A-037R-002/045-050,,EARTHCHEMDB,"REEKIE, C; JENNER, F E; SMYTHE, D; HAURI, E H; BULLOCK, E; WILLIAMS, H M, 2019",ODP0183,-46.2767,68.4917,0.0001,-2394,-2394,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.7,1.66,13.79,,,,,13.77,0.24,6.51,11.73,2.8,0.1800,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ODP0183-1140A-037R-002/045-050,,EARTHCHEMDB,"REEKIE, C; JENNER, F E; SMYTHE, D; HAURI, E H; BULLOCK, E; WILLIAMS, H M, 2019",ODP0183,-46.2767,68.4917,0.0001,-2394,-2394,,,,IMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,,,,,,1246.26,,,,,,,,,,,,,,,,,,,,,,,,,,,1246.26,,,,,,,,,,,,,,,,
ODP0183-1140A-037R-002/045-050,,EARTHCHEMDB,"REEKIE, C; JENNER, F E; SMYTHE, D; HAURI, E H; BULLOCK, E; WILLIAMS, H M, 2019",ODP0183,-46.2767,68.4917,0.0001,-2394,-2394,,,,LA-ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,45.14,57.51,237.26,0.19,143.73,,4.88,13.3,1.96,10.46,3.57,1.41,4.62,0.82,5.59,1.2,3.43,0.49,3.44,0.49,42.37,0.19,57.51,51.62,0.06,237.26,2.43,0.33,4.58,45.14,0.66,4.44,,0.01,45.04,0.34,1.09,128.2,0.26,,0.51,10355.8,0.01,0.13,376.62,30.71,143.73,86.62,10355.8
ODP0183-1140A-037R-002/017-021,,EARTHCHEMDB,"REEKIE, C; JENNER, F E; SMYTHE, D; HAURI, E H; BULLOCK, E; WILLIAMS, H M, 2019",ODP0183,-46.2767,68.4917,0.0001,-2394,-2394,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.57,1.66,13.74,,,,,13.55,0.25,6.54,11.7,2.74,0.1700,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ODP0183-1140A-037R-002/017-021,,EARTHCHEMDB,"REEKIE, C; JENNER, F E; SMYTHE, D; HAURI, E H; BULLOCK, E; WILLIAMS, H M, 2019",ODP0183,-46.2767,68.4917,0.0001,-2394,-2394,,,,IMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,,,,,,1304.13,,,,,,,,,,,,,,,,,,,,,,,,,,,1304.13,,,,,,,,,,,,,,,,
ODP0183-1140A-037R-002/017-021,,EARTHCHEMDB,"REEKIE, C; JENNER, F E; SMYTHE, D; HAURI, E H; BULLOCK, E; WILLIAMS, H M, 2019",ODP0183,-46.2767,68.4917,0.0001,-2394,-2394,,,,LA-ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,45.8,57.54,227.08,0.19,135.12,,5,13.33,1.99,10.48,3.61,1.44,4.69,0.83,5.76,1.23,3.52,0.49,3.53,0.5,42.72,0.19,57.54,54.96,0.05,227.08,2.46,0.35,4.66,45.8,0.66,4.41,,0.01,46.57,0.36,1.01,128.41,0.28,,0.53,10542.6,0.02,0.13,375.12,32.13,135.12,89.8,10542.6
ODP0183-1140A-036R-001/081-084,,EARTHCHEMDB,"REEKIE, C; JENNER, F E; SMYTHE, D; HAURI, E H; BULLOCK, E; WILLIAMS, H M, 2019",ODP0183,-46.2767,68.4917,0.0001,-2394,-2394,,,,IMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,,,,,,1299.13,,,,,,,,,,,,,,,,,,,,,,,,,,,1299.13,,,,,,,,,,,,,,,,
ODP0183-1140A-036R-001/081-084,,EARTHCHEMDB,"REEKIE, C; JENNER, F E; SMYTHE, D; HAURI, E H; BULLOCK, E; WILLIAMS, H M, 2019",ODP0183,-46.2767,68.4917,0.0001,-2394,-2394,,,,LA-ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,45.11,57.38,237.03,0.17,134.37,,5.06,13.29,2.02,10.55,3.69,1.45,4.71,0.85,5.83,1.25,3.55,0.5,3.58,0.5,42.95,0.17,57.38,52.98,0.05,237.03,2.53,0.33,4.75,45.11,0.64,4.43,,,47.67,0.34,1.04,130.07,0.28,,0.53,10625,0.01,0.12,373.22,32.83,134.37,91.92,10625
ODP0183-1140A-035R-003/090-093,,EARTHCHEMDB,"REEKIE, C; JENNER, F E; SMYTHE, D; HAURI, E H; BULLOCK, E; WILLIAMS, H M, 2019",ODP0183,-46.2767,68.4917,0.0001,-2394,-2394,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.17,1.71,13.73,,,,,13.75,0.28,6.54,11.68,2.74,0.1800,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ODP0183-1140A-035R-003/090-093,,EARTHCHEMDB,"REEKIE, C; JENNER, F E; SMYTHE, D; HAURI, E H; BULLOCK, E; WILLIAMS, H M, 2019",ODP0183,-46.2767,68.4917,0.0001,-2394,-2394,,,,IMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,,,,,,1272.18,,,,,,,,,,,,,,,,,,,,,,,,,,,1272.18,,,,,,,,,,,,,,,,
ODP0183-1140A-035R-003/090-093,,EARTHCHEMDB,"REEKIE, C; JENNER, F E; SMYTHE, D; HAURI, E H; BULLOCK, E; WILLIAMS, H M, 2019",ODP0183,-46.2767,68.4917,0.0001,-2394,-2394,,,,LA-ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,44.54,57.23,222.43,0.19,134,,5.12,13.44,2.03,10.78,3.74,1.47,4.84,0.86,5.86,1.25,3.58,0.5,3.62,0.51,43.28,0.19,57.23,54.26,0.05,222.43,2.5,0.32,4.79,44.54,0.68,4.43,,,47.91,0.37,0.96,131.95,0.28,,0.53,10730.6,0.04,0.12,375.99,33.15,134,92.67,10730.6
ODP0183-1140A-034R-005/052-060,,EARTHCHEMDB,"REEKIE, C; JENNER, F E; SMYTHE, D; HAURI, E H; BULLOCK, E; WILLIAMS, H M, 2019",ODP0183,-46.2767,68.4917,0.0001,-2394,-2394,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.67,1.69,13.77,,,,,13.49,0.22,6.6,11.73,2.77,0.1800,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ODP0183-1140A-034R-005/052-060,,EARTHCHEMDB,"REEKIE, C; JENNER, F E; SMYTHE, D; HAURI, E H; BULLOCK, E; WILLIAMS, H M, 2019",ODP0183,-46.2767,68.4917,0.0001,-2394,-2394,,,,IMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,,,,,,1303.92,,,,,,,,,,,,,,,,,,,,,,,,,,,1303.92,,,,,,,,,,,,,,,,
ODP0183-1140A-034R-005/052-060,,EARTHCHEMDB,"REEKIE, C; JENNER, F E; SMYTHE, D; HAURI, E H; BULLOCK, E; WILLIAMS, H M, 2019",ODP0183,-46.2767,68.4917,0.0001,-2394,-2394,,,,LA-ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,45.04,57.22,219.84,0.17,133.09,,5.08,13.39,2.04,10.65,3.7,1.47,4.81,0.86,5.82,1.25,3.6,0.49,3.62,0.49,43.13,0.17,57.22,53.91,0.05,219.84,2.49,0.32,4.74,45.04,0.62,4.39,,0.01,47.74,0.34,1.17,132.26,0.28,,0.53,10640.6,0.01,0.13,373.28,32.91,133.09,91.83,10640.6
ODP0183-1140A-031R-001/032-034,,EARTHCHEMDB,"REEKIE, C; JENNER, F E; SMYTHE, D; HAURI, E H; BULLOCK, E; WILLIAMS, H M, 2019",ODP0183,-46.2767,68.4917,0.0001,-2394,-2394,,,,IMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,,,,,,1333.32,,,,,,,,,,,,,,,,,,,,,,,,,,,1333.32,,,,,,,,,,,,,,,,
ODP0183-1140A-031R-001/032-034,,EARTHCHEMDB,"REEKIE, C; JENNER, F E; SMYTHE, D; HAURI, E H; BULLOCK, E; WILLIAMS, H M, 2019",ODP0183,-46.2767,68.4917,0.0001,-2394,-2394,,,,LA-ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,32.56,48.52,185.91,0.21,168,,16.59,40.31,5.31,24.22,6.49,2.26,6.91,1.11,7.14,1.43,3.91,0.53,3.7,0.51,147.63,0.21,48.52,26.13,0.19,185.91,4.8,1.04,17.29,32.56,1.99,16.08,,0.03,36.87,0.34,2.21,246.51,1,,1.89,17676.1,0.05,0.46,405.71,36.96,168,197.25,17676.1
ODP0183-1140A-028R-003/089-099,,EARTHCHEMDB,"REEKIE, C; JENNER, F E; SMYTHE, D; HAURI, E H; BULLOCK, E; WILLIAMS, H M, 2019",ODP0183,-46.2767,68.4917,0.0001,-2394,-2394,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.16,1.52,14.89,,,,,12.04,0.23,7.56,12.35,2.57,0.1600,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ODP0183-1140A-028R-003/089-099,,EARTHCHEMDB,"REEKIE, C; JENNER, F E; SMYTHE, D; HAURI, E H; BULLOCK, E; WILLIAMS, H M, 2019",ODP0183,-46.2767,68.4917,0.0001,-2394,-2394,,,,IMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,,,,,,1140.93,,,,,,,,,,,,,,,,,,,,,,,,,,,1140.93,,,,,,,,,,,,,,,,
ODP0183-1140A-028R-003/089-099,,EARTHCHEMDB,"REEKIE, C; JENNER, F E; SMYTHE, D; HAURI, E H; BULLOCK, E; WILLIAMS, H M, 2019",ODP0183,-46.2767,68.4917,0.0001,-2394,-2394,,,,LA-ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,77.68,56.51,200.69,0.18,116.3,,4.08,11.2,1.78,9.63,3.59,1.41,4.51,0.8,5.54,1.16,3.35,0.47,3.37,0.47,39.18,0.18,56.51,295.04,0.06,200.69,2.4,0.27,3.38,77.68,0.63,4.36,,0.02,48.54,0.38,0.91,134.48,0.2,,0.48,9589.27,0.02,0.11,338.2,30.55,116.3,86.33,9589.27
ODP0183-1140A-028R-001/137-139,,EARTHCHEMDB,"REEKIE, C; JENNER, F E; SMYTHE, D; HAURI, E H; BULLOCK, E; WILLIAMS, H M, 2019",ODP0183,-46.2767,68.4917,0.0001,-2394,-2394,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.72,1.52,14.98,,,,,12.15,0.22,7.55,12.38,2.57,0.1700,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ODP0183-1140A-028R-001/137-139,,EARTHCHEMDB,"REEKIE, C; JENNER, F E; SMYTHE, D; HAURI, E H; BULLOCK, E; WILLIAMS, H M, 2019",ODP0183,-46.2767,68.4917,0.0001,-2394,-2394,,,,IMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,,,,,,1177.68,,,,,,,,,,,,,,,,,,,,,,,,,,,1177.68,,,,,,,,,,,,,,,,
ODP0183-1140A-028R-001/137-139,,EARTHCHEMDB,"REEKIE, C; JENNER, F E; SMYTHE, D; HAURI, E H; BULLOCK, E; WILLIAMS, H M, 2019",ODP0183,-46.2767,68.4917,0.0001,-2394,-2394,,,,LA-ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,76.92,55.92,140.95,0.14,112.38,,3.99,10.97,1.75,9.4,3.44,1.37,4.45,0.8,5.44,1.15,3.3,0.47,3.26,0.46,38.69,0.14,55.92,291.91,0.06,140.95,2.38,0.19,3.37,76.92,0.45,4.34,,0.01,47.99,0.26,0.96,132.32,0.2,,0.47,9485.97,0.01,0.11,332.03,30.36,112.38,85.35,9485.97
ODP0183-1140A-026R-002/090-095,,EARTHCHEMDB,"REEKIE, C; JENNER, F E; SMYTHE, D; HAURI, E H; BULLOCK, E; WILLIAMS, H M, 2019",ODP0183,-46.2767,68.4917,0.0001,-2394,-2394,,,,IMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,,,,,,1150.8,,,,,,,,,,,,,,,,,,,,,,,,,,,1150.8,,,,,,,,,,,,,,,,
ODP0183-1140A-026R-002/090-095,,EARTHCHEMDB,"REEKIE, C; JENNER, F E; SMYTHE, D; HAURI, E H; BULLOCK, E; WILLIAMS, H M, 2019",ODP0183,-46.2767,68.4917,0.0001,-2394,-2394,,,,LA-ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,78.11,55.52,191.2,0.17,112.35,,3.93,10.74,1.71,9.22,3.36,1.37,4.28,0.77,5.3,1.12,3.22,0.45,3.21,0.45,38.32,0.17,55.52,289.46,0.05,191.2,2.32,0.27,3.27,78.11,0.61,4.27,,0.01,46.88,0.32,0.94,132.43,0.19,,0.46,9330.95,0.02,0.11,327.58,29.32,112.35,82.68,9330.95
ODP0183-1140A-026R-002/047-052,,EARTHCHEMDB,"REEKIE, C; JENNER, F E; SMYTHE, D; HAURI, E H; BULLOCK, E; WILLIAMS, H M, 2019",ODP0183,-46.2767,68.4917,0.0001,-2394,-2394,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.84,1.53,14.9,,,,,11.92,0.23,7.58,12.37,2.61,0.1800,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ODP0183-1140A-026R-002/047-052,,EARTHCHEMDB,"REEKIE, C; JENNER, F E; SMYTHE, D; HAURI, E H; BULLOCK, E; WILLIAMS, H M, 2019",ODP0183,-46.2767,68.4917,0.0001,-2394,-2394,,,,IMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,,,,,,1177.36,,,,,,,,,,,,,,,,,,,,,,,,,,,1177.36,,,,,,,,,,,,,,,,
ODP0183-1140A-026R-002/047-052,,EARTHCHEMDB,"REEKIE, C; JENNER, F E; SMYTHE, D; HAURI, E H; BULLOCK, E; WILLIAMS, H M, 2019",ODP0183,-46.2767,68.4917,0.0001,-2394,-2394,,,,LA-ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,,,,,,,,,,,,,,78.13,55.49,173.04,0.15,111.44,,3.89,10.79,1.68,9.24,3.32,1.35,4.32,0.77,5.24,1.11,3.18,0.45,3.2,0.45,38.18,0.15,55.49,291.2,0.06,173.04,2.31,0.23,3.26,78.13,0.56,4.26,,0.02,46.75,0.32,1,132.03,0.19,,0.45,9296.9,0.01,0.1,329.66,29.09,111.44,82.27,9296.9
ODP0183-1140A-025R-006/016-018,,EARTHCHEMDB,"REEKIE, C; JENNER, F E; SMYTHE, D; HAURI, E H; BULLOCK, E; WILLIAMS, H M, 2019",ODP0183,-46.2767,68.4917,0.0001,-2394,-2394,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.57,1.5,15.05,,,,,11.84,0.23,7.59,12.32,2.57,0.1600,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
